,link,property_id,locality_name,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building,type_of_sale,postal_code_str,province
0,https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20255241,20255241,Diepenbeek,3590,225000.0,APARTMENT,APARTMENT,2,90.0,,0,,,2.0,0,,INSTALLED,GOOD,FOR_SALE,3590,Limburg
1,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20260495,20260495,Diepenbeek,3590,344000.0,HOUSE,HOUSE,3,167.0,0.0,0,,,2.0,1,228.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3590,Limburg
2,https://www.immoweb.be/en/classified/house/for-sale/gingelom/3891/11432173,11432173,Gingelom,3891,352000.0,HOUSE,HOUSE,3,176.0,,0,0.0,665.0,4.0,0,825.0,,AS_NEW,FOR_SALE,3891,Limburg
3,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20221018,20221018,Diepenbeek,3590,445000.0,HOUSE,HOUSE,3,145.0,,0,,,0.0,0,1207.0,INSTALLED,,FOR_SALE,3590,Limburg
4,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20275042,20275042,Diepenbeek,3590,245000.0,HOUSE,HOUSE,3,170.0,,0,0.0,,4.0,0,282.0,,GOOD,FOR_SALE,3590,Limburg
5,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20260497,20260497,Diepenbeek,3590,344000.0,HOUSE,HOUSE,3,167.0,0.0,0,,,2.0,1,228.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3590,Limburg
6,https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20220997,20220997,Diepenbeek,3590,299000.0,APARTMENT,APARTMENT,2,,,0,9.0,,0.0,0,,INSTALLED,GOOD,FOR_SALE,3590,Limburg
7,https://www.immoweb.be/en/classified/house/for-sale/mielen-boven-aalst/3891/11489697,11489697,Mielen-boven-aalst,3891,249500.0,HOUSE,HOUSE,3,140.0,,0,0.0,,3.0,0,714.0,,,FOR_SALE,3891,Limburg
8,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20163603,20163603,Diepenbeek,3590,550000.0,HOUSE,HOUSE,4,242.0,0.0,0,,,4.0,1,919.0,,,FOR_SALE,3590,Limburg
9,https://www.immoweb.be/en/classified/house/for-sale/gingelom/3891/20109704,20109704,Gingelom,3891,335000.0,HOUSE,HOUSE,3,354.0,,0,0.0,,4.0,0,1200.0,,TO_RENOVATE,FOR_SALE,3891,Limburg
10,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20260496,20260496,Diepenbeek,3590,344000.0,HOUSE,HOUSE,3,167.0,0.0,0,,,2.0,1,228.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3590,Limburg
11,https://www.immoweb.be/en/classified/house/for-sale/gingelom/3891/20189671,20189671,Gingelom,3891,439000.0,HOUSE,HOUSE,3,242.0,,0,0.0,,4.0,0,236.0,INSTALLED,JUST_RENOVATED,FOR_SALE,3891,Limburg
12,https://www.immoweb.be/en/classified/apartment/for-sale/beringen/3583/20265810,20265810,Beringen,3583,235000.0,APARTMENT,APARTMENT,2,99.0,,0,0.0,,0.0,0,,INSTALLED,GOOD,FOR_SALE,3583,Limburg
13,https://www.immoweb.be/en/classified/farmhouse/for-sale/gingelom/3891/20109703,20109703,Gingelom,3891,335000.0,HOUSE,FARMHOUSE,3,354.0,,0,0.0,,4.0,0,1200.0,,TO_RENOVATE,FOR_SALE,3891,Limburg
14,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20142939,20142939,Diepenbeek,3590,445000.0,HOUSE,HOUSE,3,280.0,,0,28.0,,0.0,0,1737.0,INSTALLED,,FOR_SALE,3590,Limburg
15,https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20021204,20021204,Diepenbeek,3590,289500.0,APARTMENT,APARTMENT,3,110.0,,0,5.0,,2.0,1,,INSTALLED,AS_NEW,FOR_SALE,3590,Limburg
16,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/11021845,11021845,Diepenbeek,3590,388725.0,HOUSE,HOUSE,3,175.0,,0,0.0,,3.0,0,380.0,,,FOR_SALE,3590,Limburg
17,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20260498,20260498,Diepenbeek,3590,349000.0,HOUSE,HOUSE,3,167.0,0.0,0,,,2.0,1,228.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3590,Limburg
18,https://www.immoweb.be/en/classified/house/for-sale/buvingen/3891/10129606,10129606,Buvingen,3891,255000.0,HOUSE,HOUSE,4,292.0,,0,0.0,,2.0,0,652.0,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE,3891,Limburg
19,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20277556,20277556,Paal,3583,375000.0,HOUSE,HOUSE,3,199.0,,0,,,0.0,0,1053.0,,,FOR_SALE,3583,Limburg
20,https://www.immoweb.be/en/classified/apartment/for-sale/beringen/3583/20280912,20280912,Beringen,3583,225000.0,APARTMENT,APARTMENT,3,138.0,,0,13.0,,2.0,0,,,GOOD,FOR_SALE,3583,Limburg
21,https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20127889,20127889,Beringen,3583,340555.0,HOUSE,HOUSE,3,150.0,0.0,0,0.0,1.0,3.0,1,419.0,,,FOR_SALE,3583,Limburg
22,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20279325,20279325,Paal,3583,385000.0,HOUSE,HOUSE,3,130.0,,0,0.0,,3.0,0,353.0,INSTALLED,,FOR_SALE,3583,Limburg
23,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/11284212,11284212,Diepenbeek,3590,420000.0,HOUSE,HOUSE,3,170.0,0.0,0,0.0,,3.0,1,486.0,HYPER_EQUIPPED,GOOD,FOR_SALE,3590,Limburg
24,https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20069898,20069898,Diepenbeek,3590,440000.0,APARTMENT,APARTMENT,2,379.0,,0,0.0,,,0,,,,FOR_SALE,3590,Limburg
25,https://www.immoweb.be/en/classified/house/for-sale/buvingen/3891/11489407,11489407,Buvingen,3891,340000.0,HOUSE,HOUSE,3,295.0,,0,0.0,,0.0,0,1122.0,INSTALLED,,FOR_SALE,3891,Limburg
26,https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20273443,20273443,Beringen,3583,369000.0,HOUSE,HOUSE,3,262.0,,0,,720.0,4.0,0,1013.0,,AS_NEW,FOR_SALE,3583,Limburg
27,https://www.immoweb.be/en/classified/house/for-sale/hatrival-saint-hubert/6870/20262234,20262234,Hatrival (saint-hubert),6870,230000.0,HOUSE,HOUSE,3,189.0,0.0,0,0.0,,4.0,1,1545.0,NOT_INSTALLED,,FOR_SALE,6870,Luxembourg
28,https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20259983,20259983,Diepenbeek,3590,464260.0,APARTMENT,APARTMENT,3,157.0,,0,20.0,,2.0,0,,INSTALLED,,FOR_SALE,3590,Limburg
29,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20236007,20236007,Paal,3583,346866.0,HOUSE,HOUSE,3,143.0,0.0,0,0.0,,,0,434.0,INSTALLED,,FOR_SALE,3583,Limburg
30,https://www.immoweb.be/en/classified/house/for-sale/borlo/3891/20157091,20157091,Borlo,3891,300000.0,HOUSE,HOUSE,3,157.0,,0,0.0,,3.0,0,275.0,INSTALLED,,FOR_SALE,3891,Limburg
31,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20283221,20283221,Paal,3583,365814.0,HOUSE,HOUSE,3,160.0,,0,0.0,,3.0,0,310.0,INSTALLED,,FOR_SALE,3583,Limburg
32,https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20275157,20275157,Beringen,3583,173000.0,HOUSE,HOUSE,3,160.0,,0,0.0,,4.0,0,578.0,,TO_RENOVATE,FOR_SALE,3583,Limburg
33,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20212654,20212654,Paal,3583,408318.0,HOUSE,HOUSE,3,198.0,,0,0.0,,3.0,0,305.0,INSTALLED,,FOR_SALE,3583,Limburg
34,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20212667,20212667,Paal,3583,412638.0,HOUSE,HOUSE,3,198.0,,0,0.0,,3.0,0,328.0,INSTALLED,,FOR_SALE,3583,Limburg
35,https://www.immoweb.be/en/classified/apartment/for-sale/paal/3583/20178659,20178659,Paal,3583,297000.0,APARTMENT,APARTMENT,2,109.0,,0,8.0,,3.0,0,,INSTALLED,,FOR_SALE,3583,Limburg
36,https://www.immoweb.be/en/classified/country-cottage/for-sale/beringen/3583/11420163,11420163,Beringen,3583,695000.0,HOUSE,COUNTRY_COTTAGE,5,357.0,,1,0.0,,4.0,0,1690.0,,GOOD,FOR_SALE,3583,Limburg
37,https://www.immoweb.be/en/classified/apartment/for-sale/paal/3583/20178658,20178658,Paal,3583,301000.0,APARTMENT,APARTMENT,2,92.0,,0,25.0,,3.0,0,,INSTALLED,,FOR_SALE,3583,Limburg
38,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20275864,20275864,Diepenbeek,3590,289000.0,HOUSE,HOUSE,3,267.0,0.0,0,0.0,,4.0,1,759.0,,,FOR_SALE,3590,Limburg
39,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20283226,20283226,Paal,3583,408318.0,HOUSE,HOUSE,3,198.0,,0,0.0,,3.0,0,305.0,INSTALLED,,FOR_SALE,3583,Limburg
40,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20213088,20213088,Saint-hubert,6870,99000.0,HOUSE,HOUSE,2,64.0,0.0,0,0.0,,2.0,1,35.0,,,FOR_SALE,6870,Luxembourg
41,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20232397,20232397,Paal,3583,479000.0,HOUSE,HOUSE,4,212.0,,0,0.0,,0.0,0,435.0,INSTALLED,GOOD,FOR_SALE,3583,Limburg
42,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20163909,20163909,Saint-hubert,6870,279000.0,HOUSE,HOUSE,3,381.0,0.0,0,,,4.0,1,331.0,,,FOR_SALE,6870,Luxembourg
43,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/11075430,11075430,Diepenbeek,3590,450000.0,HOUSE,HOUSE,4,,,0,0.0,,4.0,0,0.0,,AS_NEW,FOR_SALE,3590,Limburg
44,https://www.immoweb.be/en/classified/villa/for-sale/paal/3583/20224576,20224576,Paal,3583,619000.0,HOUSE,VILLA,3,282.0,,0,0.0,,4.0,0,1264.0,,GOOD,FOR_SALE,3583,Limburg
45,https://www.immoweb.be/en/classified/villa/for-sale/saint-hubert/6870/20214651,20214651,Saint-hubert,6870,570000.0,HOUSE,VILLA,6,263.0,,1,20.0,,4.0,0,2800.0,INSTALLED,AS_NEW,FOR_SALE,6870,Luxembourg
46,https://www.immoweb.be/en/classified/apartment/for-sale/saint-hubert/6870/20110884,20110884,Saint-hubert,6870,375000.0,APARTMENT,APARTMENT,4,,,0,0.0,,3.0,0,,INSTALLED,GOOD,FOR_SALE,6870,Luxembourg
47,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20257824,20257824,Saint-hubert,6870,299000.0,HOUSE,HOUSE,3,129.0,,1,,,4.0,0,6682.0,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE,6870,Luxembourg
48,https://www.immoweb.be/en/classified/apartment/for-sale/awenne/6870/11458925,11458925,Awenne,6870,128000.0,APARTMENT,APARTMENT,1,64.0,0.0,0,12.0,,2.0,1,,,JUST_RENOVATED,FOR_SALE,6870,Luxembourg
49,https://www.immoweb.be/en/classified/exceptional-property/for-sale/saint-hubert/6870/20278919,20278919,Saint-hubert,6870,495000.0,HOUSE,EXCEPTIONAL_PROPERTY,7,408.0,0.0,0,18.0,415.0,2.0,0,861.0,INSTALLED,JUST_RENOVATED,FOR_SALE,6870,Luxembourg
50,https://www.immoweb.be/en/classified/exceptional-property/for-sale/hatrival/6870/11429833,11429833,Hatrival,6870,650000.0,HOUSE,EXCEPTIONAL_PROPERTY,2,73.0,,0,0.0,,4.0,0,11239.0,INSTALLED,JUST_RENOVATED,FOR_SALE,6870,Luxembourg
51,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert-arville/6870/20163451,20163451,"Saint-hubert, arville",6870,299000.0,HOUSE,HOUSE,5,270.0,0.0,0,,,4.0,1,1135.0,INSTALLED,TO_RENOVATE,FOR_SALE,6870,Luxembourg
52,https://www.immoweb.be/en/classified/farmhouse/for-sale/saint-hubert-arville/6870/20037331,20037331,"Saint-hubert,  arville",6870,249000.0,HOUSE,FARMHOUSE,3,200.0,0.0,0,,,4.0,1,1829.0,NOT_INSTALLED,TO_RENOVATE,FOR_SALE,6870,Luxembourg
53,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20269674,20269674,Saint-hubert,6870,105000.0,HOUSE,HOUSE,3,,,0,0.0,,0.0,0,0.0,SEMI_EQUIPPED,GOOD,FOR_SALE,6870,Luxembourg
54,https://www.immoweb.be/en/classified/exceptional-property/for-sale/diepenbeek/3590/20255179,20255179,Diepenbeek,3590,397000.0,HOUSE,EXCEPTIONAL_PROPERTY,4,272.0,,0,,,3.0,0,206.0,,,FOR_SALE,3590,Limburg
55,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20212658,20212658,Paal,3583,365814.0,HOUSE,HOUSE,3,160.0,,0,0.0,,3.0,0,310.0,INSTALLED,,FOR_SALE,3583,Limburg
56,https://www.immoweb.be/en/classified/house/for-sale/beringen/3583/20147502,20147502,Beringen,3583,425000.0,HOUSE,HOUSE,4,284.0,,1,5.0,681.0,4.0,0,805.0,,AS_NEW,FOR_SALE,3583,Limburg
57,https://www.immoweb.be/en/classified/house/for-sale/ghislenghien/7822/20167202,20167202,Ghislenghien,7822,140000.0,HOUSE,HOUSE,2,126.0,,0,0.0,,2.0,0,570.0,NOT_INSTALLED,TO_RENOVATE,FOR_SALE,7822,Henegouwen
58,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20090922,20090922,Saint-hubert,6870,249000.0,HOUSE,HOUSE,4,259.0,0.0,0,24.0,635.0,4.0,0,800.0,SEMI_EQUIPPED,GOOD,FOR_SALE,6870,Luxembourg
59,https://www.immoweb.be/en/classified/apartment/for-sale/hatrival/6870/20104260,20104260,Hatrival,6870,165000.0,APARTMENT,APARTMENT,3,,,0,0.0,,,0,,,,FOR_SALE,6870,Luxembourg
60,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/20283217,20283217,Paal,3583,412638.0,HOUSE,HOUSE,3,198.0,,0,0.0,,3.0,0,328.0,INSTALLED,,FOR_SALE,3583,Limburg
61,https://www.immoweb.be/en/classified/house/for-sale/ath-isieres/7822/11285109,11285109,Ath isières,7822,375784.0,HOUSE,HOUSE,3,158.0,,0,0.0,,4.0,0,1350.0,,AS_NEW,FOR_SALE,7822,Henegouwen
62,https://www.immoweb.be/en/classified/exceptional-property/for-sale/saint-hubert/6870/20013444,20013444,Saint-hubert,6870,490000.0,HOUSE,EXCEPTIONAL_PROPERTY,6,410.0,0.0,0,,,3.0,1,0.0,INSTALLED,GOOD,FOR_SALE,6870,Luxembourg
63,https://www.immoweb.be/en/classified/exceptional-property/for-sale/saint-hubert/6870/20044175,20044175,Saint-hubert,6870,219000.0,HOUSE,EXCEPTIONAL_PROPERTY,3,,,0,20.0,628.0,4.0,0,628.0,NOT_INSTALLED,TO_RENOVATE,FOR_SALE,6870,Luxembourg
64,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20254516,20254516,Saint-hubert,6870,284995.0,HOUSE,HOUSE,3,160.0,,0,1.0,1.0,4.0,1,1074.0,INSTALLED,,FOR_SALE,6870,Luxembourg
65,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20139718,20139718,Saint-hubert,6870,299000.0,HOUSE,HOUSE,5,352.0,,1,17.0,1352.0,3.0,1,1352.0,SEMI_EQUIPPED,GOOD,FOR_SALE,6870,Luxembourg
66,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert-mirwart/6870/20125321,20125321,"Saint-hubert, mirwart",6870,299000.0,HOUSE,HOUSE,4,215.0,0.0,0,,,3.0,1,386.0,INSTALLED,GOOD,FOR_SALE,6870,Luxembourg
67,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20165538,20165538,Saint-hubert,6870,339000.0,HOUSE,HOUSE,4,198.0,0.0,0,45.0,,3.0,1,1140.0,,,FOR_SALE,6870,Luxembourg
68,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20154265,20154265,Saint-hubert,6870,150000.0,HOUSE,HOUSE,3,,,0,1.0,,2.0,1,0.0,INSTALLED,,FOR_SALE,6870,Luxembourg
69,https://www.immoweb.be/en/classified/house/for-sale/ath/7822/11491748,11491748,Ath,7822,316500.0,HOUSE,HOUSE,3,132.0,,0,1.0,1.0,3.0,1,367.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,7822,Henegouwen
70,https://www.immoweb.be/en/classified/apartment/for-sale/isieres/7822/20282570,20282570,Isières,7822,371500.0,APARTMENT,APARTMENT,3,120.0,,0,21.0,,0.0,0,,NOT_INSTALLED,,FOR_SALE,7822,Henegouwen
71,https://www.immoweb.be/en/classified/apartment/for-sale/saint-hubert/6870/10979216,10979216,Saint-hubert,6870,213180.0,APARTMENT,APARTMENT,2,92.0,,0,8.0,,0.0,1,,HYPER_EQUIPPED,,FOR_SALE,6870,Luxembourg
72,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20236922,20236922,Saint-hubert,6870,130000.0,HOUSE,HOUSE,3,218.0,,0,8.0,150.0,3.0,1,205.0,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE,6870,Luxembourg
73,https://www.immoweb.be/en/classified/villa/for-sale/ath/7822/11449479,11449479,Ath,7822,359000.0,HOUSE,VILLA,3,180.0,,0,,,4.0,0,1308.0,,GOOD,FOR_SALE,7822,Henegouwen
74,https://www.immoweb.be/en/classified/house/for-sale/awenne/6870/10876602,10876602,Awenne,6870,135000.0,HOUSE,HOUSE,7,,,0,0.0,,0.0,0,765.0,,TO_RENOVATE,FOR_SALE,6870,Luxembourg
75,https://www.immoweb.be/en/classified/farmhouse/for-sale/herstappe/3717/20270421,20270421,Herstappe,3717,700000.0,HOUSE,FARMHOUSE,10,300.0,0.0,0,,,4.0,0,2991.0,,TO_RENOVATE,FOR_SALE,3717,Limburg
76,https://www.immoweb.be/en/classified/apartment-block/for-sale/hastiere-heer/5543/10673188,10673188,"Hastière, heer",5543,175000.0,HOUSE,APARTMENT_BLOCK,5,270.0,0.0,0,20.0,,3.0,1,0.0,NOT_INSTALLED,TO_RENOVATE,FOR_SALE,5543,Namur
77,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/11456183,11456183,Saint-hubert,6870,170000.0,HOUSE,HOUSE,4,185.0,0.0,0,15.0,,3.0,1,372.0,NOT_INSTALLED,,FOR_SALE,6870,Luxembourg
78,https://www.immoweb.be/en/classified/house/for-sale/ath-isieres/7822/20048061,20048061,Ath isières,7822,299561.0,HOUSE,HOUSE,3,126.0,,0,0.0,,4.0,0,533.0,,GOOD,FOR_SALE,7822,Henegouwen
79,https://www.immoweb.be/en/classified/house/for-sale/ath/7822/11491448,11491448,Ath,7822,115000.0,HOUSE,HOUSE,2,,,0,0.0,1.0,0.0,1,405.0,NOT_INSTALLED,TO_BE_DONE_UP,FOR_SALE,7822,Henegouwen
80,https://www.immoweb.be/en/classified/house/for-sale/meslin-leveque/7822/20094656,20094656,Meslin l'eveque,7822,595000.0,HOUSE,HOUSE,4,180.0,,1,,,0.0,1,2530.0,,GOOD,FOR_SALE,7822,Henegouwen
81,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20277742,20277742,Saint-hubert,6870,15000.0,HOUSE,HOUSE,1,30.0,,0,0.0,,0.0,0,0.0,,TO_RENOVATE,FOR_SALE,6870,Luxembourg
82,https://www.immoweb.be/en/classified/house/for-sale/isieres/7822/10804354,10804354,Isières,7822,296100.0,HOUSE,HOUSE,3,132.0,,0,0.0,,,0,325.0,,,FOR_SALE,7822,Henegouwen
83,https://www.immoweb.be/en/classified/house/for-sale/ghislenghien/7822/20192470,20192470,Ghislenghien,7822,350000.0,HOUSE,HOUSE,3,222.0,,0,0.0,,3.0,0,175.0,,GOOD,FOR_SALE,7822,Henegouwen
84,https://www.immoweb.be/en/classified/house/for-sale/hastiere/5543/20283410,20283410,Hastière,5543,285000.0,HOUSE,HOUSE,5,175.0,0.0,0,20.0,650.0,4.0,1,870.0,INSTALLED,GOOD,FOR_SALE,5543,Namur
85,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20154266,20154266,Saint-hubert,6870,199000.0,HOUSE,HOUSE,2,,1.0,0,0.0,,1.0,1,0.0,INSTALLED,JUST_RENOVATED,FOR_SALE,6870,Luxembourg
86,https://www.immoweb.be/en/classified/house/for-sale/ath-isieres/7822/11285146,11285146,Ath isières,7822,410054.0,HOUSE,HOUSE,3,187.0,,0,0.0,,4.0,0,1383.0,,GOOD,FOR_SALE,7822,Henegouwen
87,https://www.immoweb.be/en/classified/apartment/for-sale/saint-hubert/6870/20264437,20264437,Saint-hubert,6870,197775.0,APARTMENT,APARTMENT,2,,,0,0.0,1.0,2.0,1,,,,FOR_SALE,6870,Luxembourg
88,https://www.immoweb.be/en/classified/apartment/for-sale/isieres/7822/20282571,20282571,Isières,7822,255000.0,APARTMENT,APARTMENT,2,70.0,,0,13.0,,0.0,0,,NOT_INSTALLED,,FOR_SALE,7822,Henegouwen
89,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ath-meslinleveque/7822/11319674,11319674,Ath meslinl'evêque,7822,450000.0,HOUSE,MIXED_USE_BUILDING,2,280.0,0.0,0,80.0,500.0,4.0,1,1507.0,INSTALLED,AS_NEW,FOR_SALE,7822,Henegouwen
90,https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/20204472,20204472,La bruyère,5080,379000.0,HOUSE,HOUSE,3,173.0,,0,0.0,,3.0,1,573.0,INSTALLED,AS_NEW,FOR_SALE,5080,Namur
91,https://www.immoweb.be/en/classified/house/for-sale/ghislenghien/7822/20192476,20192476,Ghislenghien,7822,190000.0,HOUSE,HOUSE,4,221.0,,1,0.0,,4.0,0,1195.0,,TO_RESTORE,FOR_SALE,7822,Henegouwen
92,https://www.immoweb.be/en/classified/house/for-sale/ath/7822/20209922,20209922,Ath,7822,395000.0,HOUSE,HOUSE,4,180.0,,0,1.0,1.0,4.0,1,1200.0,USA_INSTALLED,AS_NEW,FOR_SALE,7822,Henegouwen
93,https://www.immoweb.be/en/classified/house/for-sale/ath/7822/9590039,9590039,Ath,7822,189000.0,HOUSE,HOUSE,2,161.0,1.0,0,0.0,,2.0,1,77.0,INSTALLED,AS_NEW,FOR_SALE,7822,Henegouwen
94,https://www.immoweb.be/en/classified/house/for-sale/ghislenghien/7822/20219927,20219927,Ghislenghien,7822,495000.0,HOUSE,HOUSE,5,320.0,,1,,2000.0,3.0,0,1300.0,SEMI_EQUIPPED,GOOD,FOR_SALE,7822,Henegouwen
95,https://www.immoweb.be/en/classified/house/for-sale/meslin-leveque/7822/20106826,20106826,Meslin-l'evêque,7822,270000.0,HOUSE,HOUSE,4,112.0,,0,,,4.0,0,722.0,INSTALLED,GOOD,FOR_SALE,7822,Henegouwen
96,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20121529,20121529,Saint-hubert,6870,190000.0,HOUSE,HOUSE,2,137.0,0.0,0,,268.0,2.0,1,268.0,INSTALLED,GOOD,FOR_SALE,6870,Luxembourg
97,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20230634,20230634,Saint-hubert,6870,530000.0,HOUSE,HOUSE,2,221.0,,1,21.0,2151.0,4.0,1,2349.0,USA_HYPER_EQUIPPED,AS_NEW,FOR_SALE,6870,Luxembourg
98,https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/11091422,11091422,Diepenbeek,3590,329000.0,APARTMENT,APARTMENT,2,142.0,0.0,0,,,3.0,1,,HYPER_EQUIPPED,,FOR_SALE,3590,Limburg
99,https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/20242227,20242227,La bruyère,5080,385000.0,HOUSE,HOUSE,3,145.0,0.0,0,20.0,1400.0,4.0,1,1666.0,HYPER_EQUIPPED,GOOD,FOR_SALE,5080,Namur
100,https://www.immoweb.be/en/classified/house/for-sale/heer/5543/20167635,20167635,Heer,5543,119990.0,HOUSE,HOUSE,2,107.0,,0,0.0,125.0,3.0,0,337.0,INSTALLED,TO_BE_DONE_UP,FOR_SALE,5543,Namur
101,https://www.immoweb.be/en/classified/house/for-sale/isieres/7822/20014895,20014895,Isières,7822,420000.0,HOUSE,HOUSE,5,240.0,,0,,,4.0,0,905.0,,TO_BE_DONE_UP,FOR_SALE,7822,Henegouwen
102,https://www.immoweb.be/en/classified/house/for-sale/beverlo/3581/20093763,20093763,Beverlo,3581,315000.0,HOUSE,HOUSE,4,220.0,,0,0.0,,0.0,0,1359.0,SEMI_EQUIPPED,GOOD,FOR_SALE,3581,Limburg
103,https://www.immoweb.be/en/classified/house/for-sale/isieres/7822/20165984,20165984,Isières,7822,250000.0,HOUSE,HOUSE,3,138.0,,0,,,3.0,0,712.0,NOT_INSTALLED,,FOR_SALE,7822,Henegouwen
104,https://www.immoweb.be/en/classified/house/for-sale/otegem-zwevegem/8553/11484937,11484937,Otegem (zwevegem),8553,449000.0,HOUSE,HOUSE,3,209.0,0.0,0,,,4.0,1,1149.0,,,FOR_SALE,8553,West-Vlaanderen
105,https://www.immoweb.be/en/classified/house/for-sale/rhisnes/5080/10748666,10748666,Rhisnes,5080,4000000.0,HOUSE,HOUSE,5,800.0,0.0,0,200.0,,4.0,0,30982.0,INSTALLED,,FOR_SALE,5080,Namur
106,https://www.immoweb.be/en/classified/house/for-sale/otegem/8553/20266143,20266143,Otegem,8553,245000.0,HOUSE,HOUSE,5,225.0,,0,0.0,156.0,2.0,0,316.0,,GOOD,FOR_SALE,8553,West-Vlaanderen
107,https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/10788497,10788497,Beringen,3581,390000.0,HOUSE,HOUSE,4,165.0,,0,30.0,235.0,3.0,0,394.0,INSTALLED,,FOR_SALE,3581,Limburg
108,https://www.immoweb.be/en/classified/house/for-sale/beverlo/3581/11335370,11335370,Beverlo,3581,485000.0,HOUSE,HOUSE,4,168.0,0.0,0,,953.0,4.0,1,1185.0,,GOOD,FOR_SALE,3581,Limburg
109,https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/11237681,11237681,La bruyère,5080,695000.0,HOUSE,HOUSE,5,285.0,,0,,,3.0,1,2913.0,HYPER_EQUIPPED,GOOD,FOR_SALE,5080,Namur
110,https://www.immoweb.be/en/classified/town-house/for-sale/hastiere/5543/20225554,20225554,Hastière,5543,249000.0,HOUSE,TOWN_HOUSE,3,210.0,,1,67.0,1300.0,0.0,1,610.0,,TO_RESTORE,FOR_SALE,5543,Namur
111,https://www.immoweb.be/en/classified/house/for-sale/beringen/3581/20234016,20234016,Beringen,3581,525000.0,HOUSE,HOUSE,3,203.0,,0,0.0,,4.0,0,11852.0,,GOOD,FOR_SALE,3581,Limburg
