link,property_id,locality_name,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building,type_of_sale,street,lon,lat
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20406347,20406347,Antwerpen,2060,410000,APARTMENT,APARTMENT,3,177,,0,20,null,1,1,,INSTALLED,AS_NEW,FOR_SALE,Lange Beeldekensstraat,4.421348,51.2214043
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20404840,20404840,Oudenaarde,9700,619000,HOUSE,HOUSE,4,293,0,0,,null,4,0,2038,,GOOD,FOR_SALE,Graaf van Landaststraat,3.618042999999999,50.87721209999999
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20280160,20280160,Oudenaarde,9700,349000,HOUSE,HOUSE,3,193,0,0,20,null,2,0,259,,GOOD,FOR_SALE,Serpentsstraat,3.6134673115695306,50.86997683496072
https://www.immoweb.be/en/classified/apartment/for-sale/zwevegem/8550/10087362,10087362,Zwevegem,8550,425997,APARTMENT,APARTMENT,3,123,0,0,null,null,,0,,,,FOR_SALE,Kortrijkstraat,3.3327261,50.8128351
https://www.immoweb.be/en/classified/house/for-sale/aarsele/8700/20211881,20211881,Aarsele,8700,329900,HOUSE,HOUSE,3,157,1,0,41,410,3,1,604,INSTALLED,GOOD,FOR_SALE,Vinktstraat,3.4304301,51.0007297
https://www.immoweb.be/en/classified/apartment/for-sale/meulebeke/8760/20405713,20405713,MEULEBEKE,8760,295000,APARTMENT,APARTMENT,2,129,,0,null,null,2,0,,INSTALLED,GOOD,FOR_SALE,Achtste Linielaan,3.2850517,50.9527271
https://www.immoweb.be/en/classified/house/for-sale/lessen/7860/20406343,20406343,LESSEN,7860,270000,HOUSE,HOUSE,3,120,,0,,null,0,0,100,INSTALLED,GOOD,FOR_SALE,Route de Frasnes,3.8224175,50.7122027
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/lessen/7860/20406342,20406342,LESSEN,7860,270000,HOUSE,MIXED_USE_BUILDING,3,120,,0,,null,0,0,100,INSTALLED,GOOD,FOR_SALE,Route de Frasnes,3.8224175,50.7122027
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20207139,20207139,Oudenaarde,9700,315000,HOUSE,HOUSE,3,120,0,0,,null,4,0,773,,TO_RENOVATE,FOR_SALE,Bloemenhof,3.6137737,50.8570162
https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen/2060/11290368,11290368,ANTWERPEN,2060,649900,HOUSE,APARTMENT_BLOCK,4,140,,0,null,null,2,0,280,INSTALLED,TO_RENOVATE,FOR_SALE,Boerhaavestraat,4.4376739,51.2251973
https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8550/20405765,20405765,ZWEVEGEM,8550,210000,HOUSE,HOUSE,1,144,,0,null,null,0,0,144,NOT_INSTALLED,,FOR_SALE,Gauwelstraat,3.3966045,50.78030099999999
https://www.immoweb.be/en/classified/apartment/for-sale/la-louviere/7100/11483361,11483361,LA LOUVIÈRE,7100,169000,APARTMENT,APARTMENT,1,67,,0,null,null,4,1,,HYPER_EQUIPPED,,FOR_SALE,Rue de la Malogne,4.2075088,50.4729751
https://www.immoweb.be/en/classified/mansion/for-sale/tienen/3300/20378400,20378400,Tienen,3300,265000,HOUSE,MANSION,3,282,0,0,1,1,2,1,204,,TO_BE_DONE_UP,FOR_SALE,Hannuitsesteenweg,4.9368509,50.7964637
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2060/20405665,20405665,Antwerpen,2060,825000,HOUSE,HOUSE,4,235,,0,null,null,2,0,71,,AS_NEW,FOR_SALE,Van Aerdtstraat,4.415590100000001,51.22753849999999
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20172662,20172662,Oudenaarde,9700,335000,HOUSE,HOUSE,4,196,0,0,,null,2,0,381,,GOOD,FOR_SALE,Diependale,3.6066911,50.8362969
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20405663,20405663,Antwerpen,2060,825000,APARTMENT,APARTMENT,4,235,,0,null,null,0,0,,,AS_NEW,FOR_SALE,Van Aerdtstraat,4.415590100000001,51.22753849999999
https://www.immoweb.be/en/classified/apartment/for-sale/la-louviere/7100/11483407,11483407,LA LOUVIÈRE,7100,186000,APARTMENT,APARTMENT,1,67,0,0,4,null,4,1,,HYPER_EQUIPPED,,FOR_SALE,Rue de la Malogne,4.2075088,50.4729751
https://www.immoweb.be/en/classified/house/for-sale/tielt-8700/8700/20252523,20252523,Tielt (8700),8700,442900,HOUSE,HOUSE,4,189,,0,,null,0,0,388,,GOOD,FOR_SALE,Bedevaartstraat,3.3330237,50.9881913
https://www.immoweb.be/en/classified/apartment/for-sale/mons/7000/20217010,20217010,MONS,7000,252000,APARTMENT,APARTMENT,2,81,,0,4,null,3,0,,INSTALLED,,FOR_SALE,,,
https://www.immoweb.be/en/classified/house/for-sale/chatelet/6200/20315322,20315322,CHÂTELET,6200,215000,HOUSE,HOUSE,3,93,,0,20,20,3,0,171,,,FOR_SALE,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/wavre/1300/20023961,20023961,WAVRE,1300,890000,HOUSE,APARTMENT_BLOCK,9,363,0,0,null,null,2,1,351,INSTALLED,TO_RENOVATE,FOR_SALE,Chaussée de Bruxelles,4.6121519,50.71929160000001
